Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A775763,,07/04/2018 12:51:00 PM,07/04/2018 12:51:00 PM,Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Black,,07/04/2018 01:34:00 PM,07/04/2018 01:34:00 PM,07/04/2017,Other,Unknown,1 year,Bat Mix,Black,1.0
A683054,Shadow,07/06/2014 02:49:00 PM,07/06/2014 02:49:00 PM,Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Boxer Mix,Brown/Black,Shadow,07/10/2014 06:52:00 PM,07/10/2014 06:52:00 PM,05/06/2014,Dog,Neutered Male,2 months,Boxer Mix,Brown/Black,0.0
A746949,Buddy,04/11/2017 03:26:00 PM,04/11/2017 03:26:00 PM,2901 Montopolis Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Wirehair/Shih Tzu,Black/White,Buddy,04/16/2017 05:00:00 AM,04/16/2017 05:00:00 AM,04/11/2016,Dog,Neutered Male,1 year,Dachshund Wirehair/Shih Tzu,Black/White,0.0
A696366,,02/03/2015 01:20:00 PM,02/03/2015 01:20:00 PM,1703 Broadmoor in Austin (TX),Stray,Injured,Cat,Intact Male,5 years,Domestic Longhair Mix,Orange Tabby,,02/03/2015 03:50:00 PM,02/03/2015 03:50:00 PM,02/03/2010,Cat,Intact Male,5 years,Domestic Longhair Mix,Orange Tabby,1.0
A625459,Tanner,08/20/2018 04:30:00 PM,08/20/2018 04:30:00 PM,12250 Research Blvd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,6 years,Black Mouth Cur/Anatol Shepherd,Brown/White,Tanner,08/24/2018 01:58:00 PM,08/24/2018 01:58:00 PM,11/27/2011,Dog,Neutered Male,6 years,Black Mouth Cur/Anatol Shepherd,Brown/White,0.0
A667959,Simba,11/26/2013 12:43:00 PM,11/26/2013 12:43:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,Simba,12/06/2013 03:00:00 PM,12/06/2013 03:00:00 PM,11/25/2011,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,0.0
A789376,Polo,02/20/2019 02:38:00 PM,02/20/2019 02:38:00 PM,2303 Canterbury Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Shih Tzu Mix,White/Chocolate,Polo,02/23/2019 06:05:00 PM,02/23/2019 06:05:00 PM,02/20/2018,Dog,Intact Male,1 year,Shih Tzu Mix,White/Chocolate,0.0
A727060,*Charity,05/17/2016 05:00:00 PM,05/17/2016 05:00:00 PM,2433 S Pleasant Valley Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,*Charity,07/02/2016 06:23:00 PM,07/02/2016 06:23:00 PM,04/10/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A745651,,03/21/2017 04:21:00 PM,03/21/2017 04:21:00 PM,5010 Old Manor Rd in Austin (TX),Stray,Normal,Cat,Intact Female,5 years,Domestic Medium Hair Mix,Blue/White,,03/23/2017 03:22:00 PM,03/23/2017 03:22:00 PM,03/22/2012,Cat,Intact Female,5 years,Domestic Medium Hair Mix,Blue/White,0.0
A808055,Pancho,11/03/2019 02:43:00 PM,11/03/2019 02:43:00 PM,9801 Curlew Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Russian Blue,Blue,Pancho,11/20/2019 12:36:00 PM,11/20/2019 12:36:00 PM,11/03/2016,Cat,Neutered Male,3 years,Russian Blue,Blue,0.0
A725647,Negro,05/30/2017 01:57:00 PM,05/30/2017 01:57:00 PM,4806 Turnstone in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan,Negro,05/30/2017 02:20:00 PM,05/30/2017 02:20:00 PM,05/01/2014,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan,0.0
A759583,Stella,10/04/2017 10:27:00 AM,10/04/2017 10:27:00 AM,5200 Raton Pass in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Longhair Mix,Brown,Stella,10/08/2017 12:35:00 PM,10/08/2017 12:35:00 PM,10/04/2015,Dog,Intact Female,2 years,Chihuahua Longhair Mix,Brown,0.0
A790753,,03/16/2019 02:11:00 AM,03/16/2019 02:11:00 AM,10411 Weller Dr in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Bat,Brown,,03/16/2019 09:55:00 AM,03/16/2019 09:55:00 AM,03/16/2018,Other,Unknown,1 year,Bat,Brown,1.0
A670615,,01/11/2014 11:18:00 AM,01/11/2014 11:18:00 AM,7506 Wynne Ln in Austin (TX),Stray,Normal,Cat,Unknown,6 months,Domestic Medium Hair Mix,Brown Tabby,,01/13/2014 05:16:00 PM,01/13/2014 05:16:00 PM,07/12/2013,Cat,Unknown,6 months,Domestic Medium Hair Mix,Brown Tabby,0.0
A687094,*Felix,08/31/2014 11:38:00 AM,08/31/2014 11:38:00 AM,Wolf Ln And Pearce Ln in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Labrador Retriever Mix,Black Brindle/Brown,*Felix,09/11/2014 01:46:00 PM,09/11/2014 01:46:00 PM,08/31/2007,Dog,Intact Male,7 years,Labrador Retriever Mix,Black Brindle/Brown,0.0
A804591,,09/16/2019 11:40:00 AM,09/16/2019 11:40:00 AM,8102 Linden Road in Travis (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Blue Tabby/White,,09/20/2019 05:21:00 PM,09/20/2019 05:21:00 PM,06/16/2019,Cat,Intact Female,3 months,Domestic Shorthair,Blue Tabby/White,0.0
A697615,,02/26/2015 10:33:00 AM,02/26/2015 10:33:00 AM,1509 Arcadia Ave in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Schnauzer Mix,Black/White,,03/02/2015 06:55:00 PM,03/02/2015 06:55:00 PM,02/25/2013,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black/White,0.0
A749900,*Henry,05/21/2017 11:05:00 AM,05/21/2017 11:05:00 AM,1413 Webberville Rd in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby,*Henry,07/01/2017 04:58:00 PM,07/01/2017 04:58:00 PM,04/29/2017,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,0.0
A784414,*Homer,11/15/2018 01:04:00 PM,11/15/2018 01:04:00 PM,11800 North Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,*Homer,02/16/2019 11:56:00 AM,02/16/2019 11:56:00 AM,10/14/2018,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,0.0
A793151,,04/20/2019 12:10:00 PM,04/20/2019 12:10:00 PM,2905 Crownover in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,,04/25/2019 01:59:00 PM,04/25/2019 01:59:00 PM,04/20/2017,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,0.0
A797055,*Katt,06/08/2019 04:53:00 PM,06/08/2019 04:53:00 PM,Brownie in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue/White,*Katt,06/28/2019 06:06:00 PM,06/28/2019 06:06:00 PM,04/08/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White,0.0
A798291,*Neko,06/24/2019 11:33:00 AM,06/24/2019 11:33:00 AM,6707 Colony Park Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,*Neko,08/03/2019 03:10:00 PM,08/03/2019 03:10:00 PM,05/24/2019,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A674806,Martha,03/18/2014 03:34:00 PM,03/18/2014 03:34:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever/Australian Shepherd,Black/White,Martha,03/19/2014 03:06:00 PM,03/19/2014 03:06:00 PM,03/18/2012,Dog,Spayed Female,2 years,Labrador Retriever/Australian Shepherd,Black/White,0.0
A729547,Pepper,06/20/2016 11:01:00 AM,06/20/2016 11:01:00 AM,6721 S Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,Pepper,06/26/2016 06:51:00 PM,06/26/2016 06:51:00 PM,04/28/2016,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,0.0
A797962,,06/19/2019 04:32:00 PM,06/19/2019 04:32:00 PM,2700 Gracy Farms Lane in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Chihuahua Shorthair,Tan,,06/29/2019 12:36:00 PM,06/29/2019 12:36:00 PM,01/19/2019,Dog,Neutered Male,5 months,Chihuahua Shorthair,Tan,0.0
A756333,*Monsieur,08/17/2017 06:02:00 PM,08/17/2017 06:02:00 PM,Blake Manor in Manor (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,White/Brown Tabby,*Monsieur,08/25/2017 10:56:00 AM,08/25/2017 10:56:00 AM,07/02/2017,Cat,Intact Male,1 month,Domestic Medium Hair Mix,White/Brown Tabby,0.0
A812337,Boudreaux,01/22/2020 12:46:00 PM,01/22/2020 12:46:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,10 years,Beauceron,Black/Black,Boudreaux,01/31/2020 04:54:00 PM,01/31/2020 04:54:00 PM,01/20/2010,Dog,Intact Male,10 years,Beauceron,Black/Black,0.0
A708701,Chiquita,07/30/2015 01:55:00 PM,07/30/2015 01:55:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Sable/White,Chiquita,08/03/2015 05:03:00 PM,08/03/2015 05:03:00 PM,07/30/2012,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Sable/White,0.0
A775640,Haides,07/03/2018 07:37:00 AM,07/03/2018 07:37:00 AM,2717 Windswept Cv in Austin (TX),Stray,Injured,Cat,Neutered Male,4 years,Domestic Shorthair,Orange Tabby,Haides,08/04/2018 06:35:00 PM,08/04/2018 06:35:00 PM,04/18/2014,Cat,Neutered Male,4 years,Domestic Shorthair,Orange Tabby,0.0
A697433,,02/23/2015 05:38:00 PM,02/23/2015 05:38:00 PM,11400 Concordia University Dr. in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Brown,,02/24/2015 08:38:00 AM,02/24/2015 08:38:00 AM,08/23/2014,Other,Unknown,6 months,Bat Mix,Brown,1.0
A672410,Myles,02/09/2014 03:32:00 PM,02/09/2014 03:32:00 PM,5Th And Navasota in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Beagle Mix,Tricolor,Myles,02/11/2014 06:16:00 PM,02/11/2014 06:16:00 PM,02/09/2009,Dog,Neutered Male,5 years,Beagle Mix,Tricolor,0.0
A701914,,05/06/2015 11:53:00 AM,05/06/2015 11:53:00 AM,7920 San Felipe Blvd in Austin (TX),Stray,Injured,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Black/White,,05/10/2015 09:05:00 AM,05/10/2015 09:05:00 AM,05/06/2011,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Black/White,1.0
A783214,,10/27/2018 11:03:00 AM,10/27/2018 11:03:00 AM,6102 Kidneywood Trl in Austin (TX),Stray,Normal,Dog,Intact Female,3 weeks,Chinese Sharpei Mix,White/Brown,,10/27/2018 07:05:00 PM,10/27/2018 07:05:00 PM,10/04/2018,Dog,Intact Female,3 weeks,Chinese Sharpei Mix,White/Brown,0.0
A788315,,01/30/2019 02:39:00 PM,01/30/2019 02:39:00 PM,8517 Adirondack in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,Tricolor/Brown,,04/03/2019 10:53:00 AM,04/03/2019 10:53:00 AM,12/18/2018,Dog,Spayed Female,3 months,Australian Shepherd Mix,Tricolor/Brown,0.0
A770614,,04/22/2018 03:28:00 PM,04/22/2018 03:28:00 PM,7008 Lunar Drive in Austin (TX),Stray,Nursing,Cat,Intact Male,2 days,Domestic Shorthair Mix,Black,,06/23/2018 05:38:00 PM,06/23/2018 05:38:00 PM,04/20/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A768325,,03/17/2018 11:39:00 AM,03/17/2018 11:39:00 AM,Fm 1626 And San Liana in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Poodle Mix,White,,03/25/2018 03:53:00 PM,03/25/2018 03:53:00 PM,03/17/2016,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,0.0
A785244,Athena,11/29/2018 11:15:00 AM,11/29/2018 11:15:00 AM,9300 Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Collie Rough Mix,Tricolor,Athena,04/09/2019 03:38:00 PM,04/09/2019 03:38:00 PM,10/27/2018,Dog,Spayed Female,5 months,Collie Rough Mix,Tricolor,0.0
A755608,,08/06/2017 09:16:00 AM,08/06/2017 09:16:00 AM,Musket Valley in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Chocolate,,08/08/2017 04:49:00 PM,08/08/2017 04:49:00 PM,06/24/2017,Dog,Intact Female,1 month,Labrador Retriever Mix,Chocolate,0.0
A672893,Dragon,07/09/2018 04:29:00 PM,07/09/2018 04:29:00 PM,1108 Spearson Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Chihuahua Longhair/Miniature Schnauzer,White,Dragon,07/09/2018 06:23:00 PM,07/09/2018 06:23:00 PM,08/18/2010,Dog,Neutered Male,7 years,Chihuahua Longhair/Miniature Schnauzer,White,0.0
A673364,Haley,02/22/2014 05:50:00 PM,02/22/2014 05:50:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby/White,Haley,02/22/2014 06:21:00 PM,02/22/2014 06:21:00 PM,08/22/2013,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A691740,Blackie,11/08/2014 03:28:00 PM,11/08/2014 03:28:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Black/White,Blackie,11/11/2014 01:43:00 PM,11/11/2014 01:43:00 PM,05/09/2014,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White,0.0
A705853,,06/22/2015 11:02:00 AM,06/22/2015 11:02:00 AM,8731 Minot Circle in Austin (TX),Stray,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,,06/29/2015 04:35:00 PM,06/29/2015 04:35:00 PM,05/22/2015,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,0.0
A757836,401,09/07/2017 01:20:00 PM,09/07/2017 01:20:00 PM,Outside Jurisdiction,Public Assist,Normal,Dog,Unknown,2 months,Labrador Retriever Mix,Tan,401,10/09/2017 07:37:00 PM,10/09/2017 07:37:00 PM,07/06/2017,Dog,Unknown,3 months,Labrador Retriever Mix,Tan,0.0
A806462,*Ricardo,10/11/2019 12:28:00 PM,10/11/2019 12:28:00 PM,Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,*Ricardo,12/12/2019 04:43:00 PM,12/12/2019 04:43:00 PM,08/27/2019,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,0.0
A706861,*Bono,07/04/2015 11:45:00 AM,07/04/2015 11:45:00 AM,Bangor Bend And Jamestown Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,*Bono,07/15/2015 01:14:00 PM,07/15/2015 01:14:00 PM,04/12/2015,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,0.0
A725770,,05/02/2016 08:13:00 PM,05/02/2016 08:13:00 PM,Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,05/03/2016 10:01:00 AM,05/03/2016 10:01:00 AM,05/02/2015,Other,Unknown,1 year,Bat Mix,Brown,1.0
A715018,*Milky Way,10/30/2015 01:41:00 PM,10/30/2015 01:41:00 PM,2101 E. St Elmo in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,*Milky Way,11/05/2015 12:42:00 PM,11/05/2015 12:42:00 PM,04/30/2014,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,0.0
A794024,Mocha,05/03/2019 11:13:00 AM,05/03/2019 11:13:00 AM,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,Chocolate/Tan,Mocha,05/04/2019 03:19:00 PM,05/04/2019 03:19:00 PM,05/03/2007,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,Chocolate/Tan,1.0
A690122,Bella,10/14/2014 04:42:00 PM,10/14/2014 04:42:00 PM,12036 Parson Rd in Travis (TX),Stray,Normal,Dog,Spayed Female,6 months,Pointer/Brittany,White/Brown,Bella,10/18/2014 02:14:00 PM,10/18/2014 02:14:00 PM,04/14/2014,Dog,Spayed Female,6 months,Pointer/Brittany,White/Brown,0.0
A767047,,02/22/2018 10:44:00 AM,02/22/2018 10:44:00 AM,4201 Ed Bluestein Dr in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,02/23/2018 08:41:00 AM,02/23/2018 08:41:00 AM,02/22/2017,Other,Unknown,1 year,Bat Mix,Brown,1.0
A782860,,10/22/2018 12:12:00 PM,10/22/2018 12:12:00 PM,2701 East 7Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,,10/22/2018 12:00:00 AM,10/22/2018 12:00:00 AM,10/07/2018,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,0.0
A675681,Tilly,03/31/2014 01:37:00 PM,03/31/2014 01:37:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Great Pyrenees/Siberian Husky,Yellow,Tilly,04/12/2014 05:23:00 PM,04/12/2014 05:23:00 PM,03/31/2012,Dog,Spayed Female,2 years,Great Pyrenees/Siberian Husky,Yellow,0.0
A802145,River,10/29/2019 11:03:00 AM,10/29/2019 11:03:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,2 years,English Coonhound/German Shepherd,Black/Tan,River,12/01/2019 06:42:00 PM,12/01/2019 06:42:00 PM,08/14/2017,Dog,Neutered Male,2 years,English Coonhound/German Shepherd,Black/Tan,0.0
A774304,*Henry Ford,06/13/2018 01:13:00 PM,06/13/2018 01:13:00 PM,3810 Congress Avenue in Lago Vista (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby/White,*Henry Ford,08/03/2018 06:32:00 PM,08/03/2018 06:32:00 PM,11/13/2017,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A739282,Snickers,11/30/2016 11:23:00 AM,11/30/2016 11:23:00 AM,2804 Horseshoe Bend Cv in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,Snickers,12/24/2016 07:29:00 PM,12/24/2016 07:29:00 PM,05/30/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,0.0
A709667,,08/12/2015 07:32:00 AM,08/12/2015 07:32:00 AM,7103 Townsborough in Austin (TX),Stray,Sick,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White,,08/12/2015 11:40:00 AM,08/12/2015 11:40:00 AM,06/12/2015,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White,0.0
A697574,Walter,02/25/2015 01:08:00 PM,02/25/2015 01:08:00 PM,Pecan Park Blvd And Stonestop Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Tan/Black,Walter,03/01/2015 07:00:00 PM,03/01/2015 07:00:00 PM,02/25/2014,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Tan/Black,0.0
A811071,Bailey,12/27/2019 01:34:00 PM,12/27/2019 01:34:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Black Mouth Cur Mix,Tan,Bailey,12/30/2019 11:37:00 AM,12/30/2019 11:37:00 AM,12/27/2017,Dog,Spayed Female,2 years,Black Mouth Cur Mix,Tan,0.0
A765633,Stella,01/23/2018 04:13:00 PM,01/23/2018 04:13:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Gray/White,Stella,01/24/2018 12:00:00 AM,01/24/2018 12:00:00 AM,03/03/2016,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Gray/White,0.0
A719648,Benji,05/30/2018 12:00:00 AM,05/30/2018 12:00:00 AM,4600 Halliday Ave in Austin (TX),Stray,Aged,Dog,Neutered Male,10 years,Lhasa Apso Mix,Tan,Benji,05/30/2018 06:51:00 PM,05/30/2018 06:51:00 PM,01/24/2008,Dog,Neutered Male,10 years,Lhasa Apso Mix,Tan,0.0
A790886,,03/18/2019 12:53:00 PM,03/18/2019 12:53:00 PM,5002 Nuckols Crossing Road in Austin (TX),Stray,Normal,Dog,Intact Female,4 weeks,Chihuahua Shorthair Mix,Chocolate,,04/11/2019 01:53:00 PM,04/11/2019 01:53:00 PM,02/13/2019,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Chocolate,0.0
A693134,,12/02/2014 04:15:00 PM,12/02/2014 04:15:00 PM,1309 Sabine in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown,,12/02/2014 05:17:00 PM,12/02/2014 05:17:00 PM,12/02/2011,Other,Unknown,3 years,Bat Mix,Brown,1.0
A680229,,05/31/2014 11:02:00 AM,05/31/2014 11:02:00 AM,177 Meadow View Blvd in Del Valle (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby/White,,06/03/2014 07:05:00 PM,06/03/2014 07:05:00 PM,03/31/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A763025,,12/01/2017 03:33:00 PM,12/01/2017 03:33:00 PM,9201 Circuit Of The Americas Blvd in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Blue,,12/06/2017 03:28:00 PM,12/06/2017 03:28:00 PM,10/14/2017,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Blue,0.0
A682388,,06/27/2014 12:06:00 PM,06/27/2014 12:06:00 PM,Brougham Way in Austin (TX),Stray,Normal,Other,Unknown,5 months,Rabbit Lh Mix,Gray,,06/27/2014 06:18:00 PM,06/27/2014 06:18:00 PM,12/27/2013,Other,Unknown,5 months,Rabbit Lh Mix,Gray,0.0
A723846,*George,04/21/2016 01:39:00 PM,04/21/2016 01:39:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black,*George,04/25/2016 02:34:00 PM,04/25/2016 02:34:00 PM,04/07/2015,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black,0.0
A735827,Bixn,10/03/2016 01:56:00 PM,10/03/2016 01:56:00 PM,2104 Cullen Ave in Austin (TX),Public Assist,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,Bixn,10/10/2016 04:21:00 PM,10/10/2016 04:21:00 PM,07/09/2013,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,0.0
A722096,Buster,03/14/2016 05:34:00 PM,03/14/2016 05:34:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Dachshund Mix,Brown,Buster,03/26/2016 03:00:00 PM,03/26/2016 03:00:00 PM,03/10/2014,Dog,Intact Male,2 years,Dachshund Mix,Brown,0.0
A810472,Jaxx,12/14/2019 10:40:00 AM,12/14/2019 10:40:00 AM,9400 Canus Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Red/White,Jaxx,12/23/2019 06:01:00 PM,12/23/2019 06:01:00 PM,12/14/2017,Dog,Neutered Male,2 years,Pit Bull Mix,Red/White,0.0
A694450,,12/28/2014 06:26:00 PM,12/28/2014 06:26:00 PM,520 Sacramento Dr in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby/White,,12/29/2014 10:55:00 AM,12/29/2014 10:55:00 AM,12/07/2014,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby/White,0.0
A723780,,04/06/2016 04:14:00 PM,04/06/2016 04:14:00 PM,1120 Shelby Ln in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black/Brown,,04/06/2016 07:27:00 PM,04/06/2016 07:27:00 PM,04/06/2015,Other,Unknown,1 year,Bat,Black/Brown,1.0
A732203,*Fergus,08/04/2016 09:52:00 AM,08/04/2016 09:52:00 AM,Conti Ct And Dixie Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Plott Hound Mix,Brown Brindle,*Fergus,09/17/2016 02:57:00 PM,09/17/2016 02:57:00 PM,08/04/2015,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Brindle,0.0
A766777,,02/16/2018 01:01:00 PM,02/16/2018 01:01:00 PM,11317 Doyle Overton in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Shepherd Mix,Black/Tricolor,,02/20/2018 06:33:00 PM,02/20/2018 06:33:00 PM,02/16/2017,Dog,Spayed Female,1 year,Australian Shepherd Mix,Black/Tricolor,0.0
A705927,Little Eddie,06/22/2015 04:27:00 PM,06/22/2015 04:27:00 PM,Guadalupe St & W 41St St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Tortie,Little Eddie,06/30/2015 05:41:00 PM,06/30/2015 05:41:00 PM,04/26/2015,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Tortie,0.0
A780980,,09/23/2018 10:21:00 AM,09/23/2018 10:21:00 AM,7403 E Riverside Dr in Austin (TX),Stray,Sick,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Tricolor,,09/23/2018 10:36:00 AM,09/23/2018 10:36:00 AM,05/23/2018,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Tricolor,1.0
A745477,*Melvin,03/18/2017 02:01:00 PM,03/18/2017 02:01:00 PM,Hwy 71 And Fall Creek Rd in Travis (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,Black,*Melvin,03/24/2017 04:00:00 PM,03/24/2017 04:00:00 PM,09/18/2016,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black,0.0
A802264,,08/15/2019 06:33:00 PM,08/15/2019 06:33:00 PM,East Oltorf Street And East Side Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Plott Hound/Labrador Retriever,Brown Brindle,,08/19/2019 06:48:00 PM,08/19/2019 06:48:00 PM,05/19/2019,Dog,Spayed Female,3 months,Plott Hound/Labrador Retriever,Brown Brindle,0.0
A667537,,11/19/2013 03:17:00 PM,11/19/2013 03:17:00 PM,Montopolis And Hogan in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Red Merle/Black,,11/25/2013 05:07:00 PM,11/25/2013 05:07:00 PM,09/03/2013,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red Merle/Black,0.0
